"","Age","education_level","Province","cps19_votechoice"
"12874",51,"At or above Bachelor","Nova Scotia",0
"12875",33,"High School","Alberta",1
"12876",55,"High School","New Brunswick",1
"12877",59,"College","Quebec",1
"12878",54,"College","Saskatchewan",0
"12879",55,"At or above Bachelor","Ontario",0
"12880",74,"High School","Alberta",0
"12881",79,"High School","Quebec",1
"12882",59,"At or above Bachelor","Manitoba",1
"12883",24,"At or above Bachelor","Alberta",0
"12884",40,"College","Alberta",0
"12885",59,"College","Quebec",1
"12886",51,"At or above Bachelor","Nova Scotia",1
"12887",69,"At or above Bachelor","Ontario",1
"12888",57,"High School","Nova Scotia",0
"12889",73,"High School","British Columbia",1
"12890",22,"At or above Bachelor","Ontario",1
"12891",60,"At or above Bachelor","Alberta",0
"12892",45,"College","Ontario",0
"12893",29,"At or above Bachelor","Alberta",1
"12894",78,"High School","Ontario",0
"12895",22,"High School","Ontario",1
"12896",40,"At or above Bachelor","Quebec",1
"12897",30,"High School","Ontario",1
"12898",63,"College","Ontario",1
"12899",37,"At or above Bachelor","Quebec",1
"12900",67,"At or above Bachelor","Ontario",1
"12901",64,"At or above Bachelor","Nova Scotia",1
"12902",64,"At or above Bachelor","Alberta",0
"12903",31,"High School","Ontario",1
"12904",58,"College","Ontario",1
"12905",23,"High School","Ontario",0
"12906",75,"College","Ontario",0
"12907",26,"At or above Bachelor","Ontario",1
"12908",68,"At or above Bachelor","Ontario",1
"12909",36,"High School","British Columbia",1
"12910",65,"At or above Bachelor","Ontario",1
"12911",29,"High School","Ontario",1
"12912",80,"At or above Bachelor","Ontario",0
"12913",62,"College","Quebec",0
"12914",60,"High School","Ontario",0
"12915",19,"High School","Quebec",0
"12916",76,"High School","British Columbia",0
"12917",21,"High School","Ontario",0
"12918",44,"College","Nova Scotia",1
"12919",63,"At or above Bachelor","Ontario",0
"12920",29,"College","Alberta",0
"12921",62,"At or above Bachelor","Quebec",0
"12922",52,"At or above Bachelor","Ontario",1
"12923",66,"College","Ontario",1
"12924",59,"High School","Ontario",1
"12925",27,"At or above Bachelor","Ontario",1
"12926",63,"High School","Ontario",0
"12927",44,"At or above Bachelor","Alberta",0
"12928",61,"At or above Bachelor","Ontario",0
"12929",64,"High School","Newfoundland and Labrador",0
"12930",74,"College","Ontario",0
"12931",38,"College","Ontario",1
"12932",67,"College","Saskatchewan",0
"12933",53,"At or above Bachelor","British Columbia",0
"12934",62,"High School","Alberta",0
"12935",68,"College","Ontario",0
"12936",57,"High School","British Columbia",1
"12937",67,"High School","Alberta",0
"12938",30,"At or above Bachelor","Ontario",1
"12939",55,"College","Ontario",1
"12940",63,"High School","Manitoba",0
"12941",78,"College","Alberta",0
"12942",77,"College","Ontario",1
"12943",45,"High School","Nova Scotia",1
"12944",37,"At or above Bachelor","Ontario",1
"12945",50,"High School","Ontario",1
"12946",54,"High School","New Brunswick",1
"12947",79,"At or above Bachelor","Nova Scotia",0
"12948",71,"At or above Bachelor","Ontario",1
"12949",27,"High School","Newfoundland and Labrador",1
"12950",79,"High School","Alberta",0
"12951",53,"Below high school","New Brunswick",0
"12952",43,"At or above Bachelor","Ontario",0
"12953",45,"At or above Bachelor","Quebec",1
"12954",65,"At or above Bachelor","Nova Scotia",1
"12955",35,"At or above Bachelor","Ontario",1
"12956",78,"College","British Columbia",1
"12957",26,"High School","Prince Edward Island",1
"12958",69,"At or above Bachelor","Alberta",0
"12959",35,"College","Ontario",1
"12960",57,"Below high school","Ontario",0
"12961",44,"High School","Alberta",0
"12962",99,"College","Ontario",1
"12963",44,"College","Saskatchewan",0
"12964",69,"College","Newfoundland and Labrador",1
"12965",77,"College","Quebec",1
"12966",26,"College","Nova Scotia",1
"12967",67,"At or above Bachelor","Ontario",1
"12968",69,"College","Ontario",0
"12969",53,"High School","British Columbia",1
"12970",78,"Below high school","Ontario",0
"12971",25,"At or above Bachelor","Ontario",0
"12972",66,"High School","British Columbia",0
"12973",44,"At or above Bachelor","British Columbia",0
"12974",39,"High School","Quebec",1
"12975",39,"At or above Bachelor","Ontario",1
"12976",46,"At or above Bachelor","Manitoba",1
"12977",32,"High School","Alberta",1
"12978",73,"High School","Alberta",0
"12979",67,"High School","Nova Scotia",0
"12980",29,"At or above Bachelor","Ontario",1
"12981",50,"High School","Quebec",0
"12982",55,"High School","British Columbia",0
"12983",29,"College","Alberta",0
"12984",61,"At or above Bachelor","British Columbia",1
"12985",37,"College","Ontario",0
"12986",42,"At or above Bachelor","Ontario",0
"12987",49,"At or above Bachelor","Ontario",0
"12988",21,"College","Ontario",1
"12989",62,"High School","Quebec",0
"12990",44,"At or above Bachelor","Nova Scotia",0
"12991",71,"High School","Ontario",0
"12992",69,"At or above Bachelor","Manitoba",0
"12993",70,"High School","Ontario",1
"12994",59,"College","British Columbia",1
"12995",44,"At or above Bachelor","Manitoba",1
"12996",44,"High School","Alberta",0
"12997",53,"High School","Ontario",0
"12998",47,"College","Ontario",1
"12999",44,"College","Quebec",1
"13000",50,"At or above Bachelor","Ontario",1
"13001",59,"College","British Columbia",1
"13002",19,"High School","Alberta",0
"13003",63,"High School","New Brunswick",0
"13004",39,"High School","Ontario",1
"13005",45,"At or above Bachelor","Ontario",0
"13006",58,"College","Newfoundland and Labrador",1
"13007",36,"High School","Ontario",1
"13008",78,"At or above Bachelor","Quebec",1
"13009",29,"High School","Ontario",1
"13010",73,"At or above Bachelor","Ontario",0
"13011",67,"At or above Bachelor","Saskatchewan",1
"13012",77,"College","Nova Scotia",1
"13013",34,"At or above Bachelor","Ontario",0
"13014",69,"At or above Bachelor","British Columbia",0
"13015",74,"At or above Bachelor","Nova Scotia",1
"13016",54,"At or above Bachelor","Alberta",0
"13017",53,"At or above Bachelor","Ontario",1
"13018",85,"High School","Alberta",0
"13019",59,"High School","Alberta",0
"13020",50,"At or above Bachelor","Quebec",1
"13021",58,"High School","Saskatchewan",0
"13022",59,"At or above Bachelor","Ontario",0
"13023",61,"High School","Ontario",1
"13024",36,"At or above Bachelor","Ontario",0
"13025",47,"College","Ontario",1
"13026",60,"High School","Ontario",1
"13027",69,"High School","Ontario",1
"13028",63,"High School","Alberta",0
"13029",54,"High School","Ontario",1
"13030",57,"High School","Quebec",1
"13031",67,"High School","Quebec",1
"13032",70,"High School","Alberta",1
"13033",62,"At or above Bachelor","Ontario",1
"13034",33,"At or above Bachelor","Manitoba",0
"13035",77,"At or above Bachelor","British Columbia",0
"13036",19,"High School","Quebec",1
"13037",28,"At or above Bachelor","Ontario",1
"13038",40,"High School","New Brunswick",1
"13039",51,"At or above Bachelor","Alberta",1
"13040",38,"High School","Quebec",0
"13041",67,"College","Manitoba",0
"13042",72,"At or above Bachelor","Alberta",0
"13043",58,"College","Manitoba",0
"13044",33,"High School","Ontario",1
"13045",61,"High School","Quebec",1
"13046",20,"High School","Quebec",1
"13047",48,"High School","Ontario",1
"13048",31,"At or above Bachelor","New Brunswick",0
"13049",41,"High School","Ontario",0
"13050",64,"College","Ontario",0
"13051",67,"High School","Quebec",1
"13052",50,"At or above Bachelor","British Columbia",1
"13053",30,"High School","Ontario",1
"13054",53,"High School","Ontario",0
"13055",21,"High School","Quebec",1
"13056",69,"College","Ontario",0
"13057",43,"At or above Bachelor","Ontario",1
"13058",27,"At or above Bachelor","British Columbia",0
"13059",47,"At or above Bachelor","Ontario",1
"13060",58,"At or above Bachelor","Ontario",0
"13061",49,"At or above Bachelor","Ontario",0
"13062",55,"High School","Quebec",0
"13063",31,"At or above Bachelor","Quebec",0
"13064",69,"High School","Ontario",0
"13065",36,"High School","Ontario",1
"13066",58,"High School","Nova Scotia",1
"13067",61,"High School","Quebec",0
"13068",44,"College","Quebec",1
"13069",65,"College","Ontario",1
"13070",65,"At or above Bachelor","Ontario",1
"13071",61,"College","Saskatchewan",0
"13072",50,"High School","Manitoba",0
"13073",60,"High School","British Columbia",0
"13074",41,"High School","Ontario",0
"13075",21,"High School","Quebec",1
"13076",73,"High School","Ontario",0
"13077",72,"Below high school","Nova Scotia",0
"13078",29,"At or above Bachelor","Ontario",1
"13079",50,"College","Quebec",1
"13080",38,"High School","Ontario",0
"13081",63,"High School","Alberta",0
"13082",59,"High School","Ontario",0
"13083",27,"At or above Bachelor","Ontario",1
"13084",29,"High School","British Columbia",1
"13085",37,"College","Manitoba",0
"13086",49,"At or above Bachelor","Manitoba",1
"13087",40,"College","Quebec",1
"13088",43,"High School","Quebec",1
"13089",64,"At or above Bachelor","Ontario",0
"13090",47,"At or above Bachelor","Ontario",1
"13091",50,"High School","Ontario",0
"13092",31,"College","Ontario",1
"13093",22,"High School","Ontario",1
"13094",49,"At or above Bachelor","Ontario",0
"13095",41,"High School","Alberta",0
"13096",55,"High School","Ontario",1
"13097",35,"At or above Bachelor","British Columbia",1
"13098",62,"High School","Manitoba",1
"13099",75,"At or above Bachelor","Ontario",1
"13100",37,"At or above Bachelor","Ontario",0
"13101",18,"Below high school","Saskatchewan",0
"13102",50,"College","Ontario",0
"13103",39,"At or above Bachelor","Quebec",1
"13104",19,"Below high school","Ontario",0
"13105",49,"College","Saskatchewan",0
"13106",50,"College","Alberta",0
"13107",53,"College","Ontario",0
"13108",62,"College","Saskatchewan",0
"13109",25,"At or above Bachelor","Ontario",0
"13110",66,"High School","Ontario",0
"13111",73,"High School","Quebec",1
"13112",49,"At or above Bachelor","Alberta",0
"13113",43,"At or above Bachelor","British Columbia",0
"13114",23,"At or above Bachelor","British Columbia",0
"13115",70,"College","Ontario",1
"13116",60,"College","Quebec",1
"13117",69,"At or above Bachelor","Ontario",0
"13118",74,"High School","Ontario",1
"13119",58,"High School","Ontario",0
"13120",32,"College","Alberta",0
"13121",76,"At or above Bachelor","Ontario",1
"13122",30,"High School","Ontario",1
"13123",55,"College","Ontario",0
"13124",39,"College","Alberta",0
"13125",37,"High School","Ontario",0
"13126",47,"At or above Bachelor","Ontario",0
"13127",70,"High School","British Columbia",1
"13128",41,"High School","Alberta",1
"13129",38,"College","British Columbia",1
"13130",41,"High School","British Columbia",0
"13131",74,"High School","Ontario",0
"13132",69,"High School","Saskatchewan",0
"13133",78,"At or above Bachelor","Quebec",1
"13134",24,"High School","Ontario",0
"13135",45,"At or above Bachelor","Ontario",1
"13136",61,"At or above Bachelor","Quebec",1
"13137",41,"High School","Alberta",1
"13138",55,"High School","British Columbia",0
"13139",25,"High School","Alberta",1
"13140",41,"High School","British Columbia",0
"13141",69,"At or above Bachelor","Ontario",1
"13142",40,"At or above Bachelor","Quebec",1
"13143",68,"High School","Quebec",1
"13144",31,"College","Alberta",0
"13145",36,"College","Ontario",0
"13146",51,"College","Alberta",1
"13147",55,"College","Ontario",1
"13148",33,"At or above Bachelor","Saskatchewan",0
"13149",57,"College","Alberta",0
"13150",34,"College","Quebec",0
"13151",68,"College","British Columbia",0
"13152",63,"At or above Bachelor","Ontario",0
"13153",70,"High School","Ontario",0
"13154",56,"High School","Alberta",0
"13155",38,"College","Alberta",0
"13156",57,"College","British Columbia",1
"13157",51,"High School","British Columbia",1
"13158",66,"College","Alberta",0
"13159",48,"High School","Northwest Territories",1
"13160",23,"Below high school","Alberta",0
"13161",67,"High School","Alberta",0
"13162",41,"College","Quebec",0
"13163",99,"At or above Bachelor","Ontario",1
"13164",51,"High School","Alberta",1
"13165",45,"At or above Bachelor","British Columbia",1
"13166",44,"High School","Ontario",0
"13167",38,"High School","Ontario",0
"13168",77,"College","Alberta",0
"13169",64,"College","Alberta",0
"13170",51,"College","British Columbia",0
"13171",46,"At or above Bachelor","Ontario",1
"13172",39,"At or above Bachelor","Alberta",0
"13173",20,"High School","Ontario",1
"13174",35,"At or above Bachelor","Quebec",1
"13175",76,"At or above Bachelor","Ontario",1
"13176",45,"At or above Bachelor","Alberta",1
"13177",48,"College","Quebec",0
"13178",55,"Below high school","British Columbia",0
"13179",36,"College","Ontario",0
"13180",60,"At or above Bachelor","Ontario",1
"13181",28,"College","Ontario",0
"13182",59,"High School","Alberta",0
"13183",51,"At or above Bachelor","Quebec",0
"13184",27,"High School","Quebec",1
"13185",72,"At or above Bachelor","Ontario",0
"13186",60,"At or above Bachelor","Alberta",1
"13187",71,"High School","Ontario",0
"13188",65,"At or above Bachelor","Saskatchewan",0
"13189",69,"High School","Quebec",0
"13190",56,"High School","Ontario",0
"13191",44,"High School","Ontario",0
"13192",54,"At or above Bachelor","Ontario",1
"13193",44,"At or above Bachelor","Alberta",0
"13194",64,"At or above Bachelor","Ontario",0
"13195",25,"Below high school","Ontario",1
"13196",25,"College","Ontario",1
"13197",52,"At or above Bachelor","Saskatchewan",0
"13198",47,"College","Ontario",1
"13199",54,"At or above Bachelor","Ontario",1
"13200",47,"High School","Alberta",0
"13201",19,"High School","Alberta",1
"13202",41,"At or above Bachelor","Manitoba",1
"13203",73,"High School","British Columbia",0
"13204",39,"College","Alberta",0
"13205",28,"At or above Bachelor","Ontario",1
"13206",18,"High School","Ontario",0
"13207",31,"At or above Bachelor","British Columbia",1
"13208",42,"At or above Bachelor","Saskatchewan",0
"13209",23,"High School","Ontario",1
"13210",47,"At or above Bachelor","Saskatchewan",0
"13211",28,"High School","Ontario",1
"13212",45,"At or above Bachelor","Ontario",0
"13213",56,"Below high school","British Columbia",1
"13214",66,"At or above Bachelor","Ontario",0
"13215",76,"At or above Bachelor","Alberta",0
"13216",70,"Below high school","Alberta",0
"13217",34,"College","Ontario",1
"13218",65,"High School","Manitoba",0
"13219",56,"High School","Ontario",1
"13220",39,"Below high school","British Columbia",0
"13221",44,"At or above Bachelor","British Columbia",0
"13222",19,"Below high school","Alberta",1
"13223",63,"College","Ontario",1
"13224",48,"High School","Ontario",1
"13225",61,"High School","Quebec",1
"13226",32,"At or above Bachelor","Ontario",1
"13227",60,"High School","Alberta",0
"13228",20,"High School","Ontario",1
"13229",41,"At or above Bachelor","Quebec",1
"13230",26,"High School","Alberta",0
"13231",29,"High School","Alberta",1
"13232",47,"At or above Bachelor","Alberta",1
"13233",45,"College","Manitoba",1
"13234",54,"High School","Alberta",0
"13235",53,"High School","Ontario",1
"13236",68,"At or above Bachelor","Quebec",1
"13237",58,"College","Ontario",0
"13238",72,"High School","Ontario",0
"13239",42,"High School","Ontario",1
"13240",34,"High School","British Columbia",0
"13241",28,"College","Ontario",1
"13242",73,"High School","British Columbia",0
"13243",24,"At or above Bachelor","Alberta",1
"13244",56,"At or above Bachelor","Manitoba",1
"13245",26,"At or above Bachelor","Ontario",1
"13246",66,"High School","Ontario",0
"13247",49,"Below high school","Ontario",1
"13248",65,"College","Quebec",1
"13249",46,"High School","Ontario",0
"13250",77,"At or above Bachelor","Ontario",1
"13251",55,"High School","Alberta",0
"13252",40,"High School","Quebec",0
"13253",71,"High School","Ontario",0
"13254",73,"At or above Bachelor","Ontario",0
"13255",46,"High School","Alberta",0
"13256",43,"College","Quebec",0
"13257",59,"High School","Ontario",0
"13258",30,"At or above Bachelor","Yukon",1
"13259",59,"High School","Ontario",0
"13260",34,"At or above Bachelor","Ontario",0
"13261",26,"College","Ontario",1
"13262",39,"High School","British Columbia",1
"13263",58,"College","British Columbia",1
"13264",56,"College","Alberta",0
"13265",79,"At or above Bachelor","Ontario",0
"13266",31,"College","British Columbia",0
"13267",66,"At or above Bachelor","Alberta",1
"13268",48,"At or above Bachelor","Alberta",0
"13269",81,"At or above Bachelor","Ontario",1
"13270",42,"At or above Bachelor","Manitoba",0
"13271",19,"High School","Quebec",0
"13272",21,"High School","Alberta",1
"13273",77,"At or above Bachelor","Ontario",0
"13274",65,"College","Quebec",0
"13275",88,"College","Ontario",1
"13276",78,"At or above Bachelor","Ontario",0
"13277",55,"At or above Bachelor","Alberta",0
"13278",49,"College","Ontario",1
"13279",27,"At or above Bachelor","Ontario",0
"13280",60,"High School","Manitoba",1
"13281",66,"College","Ontario",1
"13282",65,"At or above Bachelor","Quebec",1
"13283",67,"At or above Bachelor","Ontario",1
"13284",30,"At or above Bachelor","British Columbia",0
"13285",52,"High School","British Columbia",0
"13286",77,"At or above Bachelor","Ontario",1
"13287",23,"At or above Bachelor","Alberta",1
"13288",41,"High School","Alberta",0
"13289",72,"High School","Ontario",1
"13290",30,"High School","Ontario",0
"13291",45,"High School","Alberta",1
"13292",52,"At or above Bachelor","Ontario",1
"13293",36,"High School","Ontario",1
"13294",55,"College","Ontario",0
"13295",50,"College","Alberta",0
"13296",68,"High School","Ontario",1
"13297",53,"College","Ontario",1
"13298",28,"High School","Ontario",0
"13299",52,"At or above Bachelor","Ontario",1
"13300",44,"High School","British Columbia",1
"13301",28,"At or above Bachelor","Alberta",0
"13302",44,"College","Ontario",0
"13303",25,"At or above Bachelor","Ontario",1
"13304",57,"College","Ontario",1
"13305",45,"At or above Bachelor","British Columbia",1
"13306",27,"College","Ontario",1
"13307",44,"High School","Ontario",1
"13308",40,"High School","Ontario",1
"13309",22,"High School","Alberta",0
"13310",46,"At or above Bachelor","Alberta",0
"13311",50,"At or above Bachelor","Ontario",0
"13312",71,"High School","Quebec",1
"13313",39,"High School","Ontario",0
"13314",66,"College","Manitoba",0
"13315",71,"At or above Bachelor","Ontario",1
"13316",24,"High School","Ontario",1
"13317",52,"At or above Bachelor","Alberta",1
"13318",44,"High School","Ontario",1
"13319",38,"At or above Bachelor","Ontario",1
"13320",19,"High School","Quebec",1
"13321",82,"High School","Ontario",0
"13322",24,"At or above Bachelor","Ontario",1
"13323",64,"At or above Bachelor","Ontario",1
"13324",45,"High School","Ontario",0
"13325",31,"At or above Bachelor","Ontario",1
"13326",54,"High School","Alberta",0
"13327",52,"At or above Bachelor","Ontario",1
"13328",53,"At or above Bachelor","Manitoba",1
"13329",41,"At or above Bachelor","Quebec",0
"13330",21,"High School","Ontario",1
"13331",57,"College","Ontario",0
"13332",25,"At or above Bachelor","Ontario",0
"13333",59,"College","Ontario",1
"13334",32,"At or above Bachelor","Manitoba",0
"13335",32,"At or above Bachelor","Manitoba",0
"13336",38,"At or above Bachelor","Quebec",1
"13337",73,"High School","Ontario",1
"13338",56,"At or above Bachelor","Alberta",0
"13339",29,"College","Alberta",0
"13340",34,"At or above Bachelor","Ontario",1
"13341",62,"High School","Alberta",0
"13342",54,"At or above Bachelor","Ontario",1
"13343",77,"At or above Bachelor","Alberta",1
"13344",38,"At or above Bachelor","Quebec",1
"13345",54,"At or above Bachelor","Ontario",1
"13346",42,"High School","Quebec",1
"13347",31,"High School","Ontario",1
"13348",62,"High School","Ontario",0
"13349",74,"College","Saskatchewan",0
"13350",55,"At or above Bachelor","Ontario",0
"13351",45,"Below high school","Ontario",0
"13352",57,"High School","Ontario",0
"13353",27,"At or above Bachelor","Quebec",1
"13354",28,"At or above Bachelor","Saskatchewan",0
"13355",58,"College","British Columbia",0
"13356",62,"High School","Ontario",0
"13357",42,"High School","Ontario",0
"13358",57,"At or above Bachelor","Quebec",1
"13359",38,"At or above Bachelor","Ontario",1
"13360",67,"College","Alberta",0
"13361",51,"College","British Columbia",1
"13362",51,"At or above Bachelor","Alberta",0
"13363",46,"At or above Bachelor","Manitoba",0
"13364",26,"At or above Bachelor","British Columbia",1
"13365",63,"High School","Alberta",0
"13366",46,"At or above Bachelor","Ontario",0
"13367",57,"College","British Columbia",0
"13368",49,"At or above Bachelor","Ontario",1
"13369",54,"High School","Alberta",0
"13370",42,"College","Alberta",0
"13371",19,"Below high school","British Columbia",1
"13372",42,"At or above Bachelor","Alberta",0
"13373",73,"College","Ontario",1
"13374",63,"College","Ontario",1
"13375",26,"High School","Quebec",1
"13376",53,"High School","British Columbia",0
"13377",43,"At or above Bachelor","Ontario",1
"13378",50,"High School","Ontario",1
"13379",60,"College","Quebec",1
"13380",54,"College","Ontario",1
"13381",30,"At or above Bachelor","Saskatchewan",0
"13382",41,"At or above Bachelor","Ontario",1
"13383",61,"High School","Quebec",1
"13384",52,"High School","Ontario",1
"13385",51,"High School","Ontario",0
"13386",33,"College","British Columbia",0
"13387",30,"Below high school","Alberta",1
"13388",67,"High School","Ontario",0
"13389",72,"College","Ontario",1
"13390",66,"High School","Ontario",0
"13391",59,"College","Ontario",0
"13392",61,"At or above Bachelor","Quebec",0
"13393",63,"College","Ontario",0
"13394",42,"High School","Alberta",0
"13395",34,"High School","Ontario",0
"13396",29,"At or above Bachelor","Quebec",0
"13397",49,"At or above Bachelor","Manitoba",1
"13398",58,"At or above Bachelor","Ontario",0
"13399",50,"High School","Alberta",0
"13400",41,"At or above Bachelor","Quebec",0
"13401",70,"High School","Alberta",0
"13402",34,"At or above Bachelor","Ontario",1
"13403",61,"At or above Bachelor","Quebec",1
"13404",44,"Below high school","Ontario",0
"13405",38,"At or above Bachelor","Quebec",0
"13406",25,"At or above Bachelor","Ontario",0
"13407",61,"Below high school","Ontario",0
"13408",67,"College","Ontario",0
"13409",44,"College","Quebec",1
"13410",48,"High School","British Columbia",1
"13411",55,"High School","Saskatchewan",0
"13412",50,"At or above Bachelor","Ontario",1
"13413",44,"College","Quebec",0
"13414",46,"College","Quebec",1
"13415",39,"At or above Bachelor","Alberta",0
"13416",56,"College","Ontario",1
"13417",23,"At or above Bachelor","Ontario",1
"13418",34,"High School","British Columbia",1
"13419",20,"At or above Bachelor","Quebec",0
"13420",49,"Below high school","New Brunswick",1
"13421",44,"High School","Ontario",1
"13422",60,"College","Ontario",0
"13423",60,"College","Alberta",0
"13424",41,"College","Alberta",0
"13425",41,"College","Alberta",0
"13426",32,"At or above Bachelor","Quebec",1
"13427",43,"High School","Quebec",0
"13428",48,"At or above Bachelor","Ontario",1
"13429",42,"At or above Bachelor","Alberta",0
"13430",29,"High School","Quebec",1
"13431",41,"High School","Ontario",0
"13432",69,"At or above Bachelor","British Columbia",0
"13433",49,"High School","Newfoundland and Labrador",0
"13434",42,"At or above Bachelor","Ontario",1
"13435",55,"College","Ontario",1
"13436",35,"At or above Bachelor","Alberta",1
"13437",42,"High School","New Brunswick",0
"13438",39,"College","Ontario",1
"13439",42,"At or above Bachelor","Ontario",0
"13440",66,"College","Ontario",0
"13441",28,"High School","New Brunswick",0
"13442",66,"At or above Bachelor","Nova Scotia",1
"13443",35,"At or above Bachelor","Ontario",1
"13444",44,"At or above Bachelor","New Brunswick",0
"13445",51,"High School","Alberta",0
"13446",63,"College","Ontario",1
"13447",50,"At or above Bachelor","Ontario",1
"13448",68,"Below high school","Quebec",0
"13449",29,"College","Alberta",0
"13450",61,"High School","Quebec",0
"13451",37,"College","Manitoba",0
"13452",38,"High School","Ontario",0
"13453",60,"High School","Manitoba",0
"13454",63,"High School","Ontario",0
"13455",65,"College","Alberta",0
"13456",53,"At or above Bachelor","Quebec",1
"13457",55,"High School","Ontario",0
"13458",61,"High School","Ontario",0
"13459",38,"At or above Bachelor","Ontario",1
"13460",41,"At or above Bachelor","Ontario",0
"13461",41,"At or above Bachelor","Alberta",0
"13462",75,"High School","British Columbia",0
"13463",51,"At or above Bachelor","Ontario",1
"13464",34,"High School","Alberta",0
"13465",53,"At or above Bachelor","Ontario",1
"13466",47,"High School","Alberta",0
"13467",39,"College","Ontario",1
"13468",34,"At or above Bachelor","Quebec",1
"13469",39,"At or above Bachelor","Alberta",0
"13470",60,"High School","Ontario",1
"13471",48,"At or above Bachelor","Ontario",1
"13472",58,"At or above Bachelor","Alberta",0
"13473",53,"High School","Alberta",0
"13474",31,"High School","Ontario",0
"13475",37,"High School","British Columbia",0
"13476",62,"High School","Ontario",1
"13477",49,"High School","Quebec",0
"13478",50,"At or above Bachelor","British Columbia",1
"13479",41,"At or above Bachelor","Manitoba",1
"13480",30,"At or above Bachelor","Ontario",1
"13481",69,"High School","Ontario",0
"13482",68,"College","Saskatchewan",0
"13483",39,"High School","Manitoba",0
"13484",34,"High School","Alberta",0
"13485",40,"At or above Bachelor","Ontario",1
"13486",60,"College","Ontario",0
"13487",27,"College","Ontario",1
"13488",40,"High School","Alberta",0
"13489",29,"At or above Bachelor","Quebec",1
"13490",52,"At or above Bachelor","Alberta",0
"13491",65,"High School","Quebec",1
"13492",67,"High School","Quebec",1
"13493",40,"At or above Bachelor","Ontario",1
"13494",19,"High School","Ontario",1
"13495",65,"Below high school","Ontario",1
"13496",37,"High School","Alberta",1
"13497",34,"High School","Alberta",0
"13498",59,"At or above Bachelor","British Columbia",1
"13499",33,"At or above Bachelor","Ontario",0
"13500",56,"High School","Ontario",0
"13501",35,"At or above Bachelor","Ontario",0
"13502",36,"At or above Bachelor","Quebec",1
"13503",29,"College","Ontario",0
"13504",61,"At or above Bachelor","Saskatchewan",0
"13505",29,"College","Ontario",0
"13506",68,"At or above Bachelor","Ontario",0
"13507",66,"At or above Bachelor","Ontario",1
"13508",27,"High School","Quebec",0
"13509",36,"High School","Alberta",0
"13510",59,"College","Alberta",1
"13511",48,"High School","Newfoundland and Labrador",0
"13512",29,"At or above Bachelor","Ontario",1
"13513",53,"College","Ontario",0
"13514",26,"High School","Manitoba",1
"13515",69,"College","British Columbia",1
"13516",28,"High School","Ontario",1
"13517",72,"High School","British Columbia",1
"13518",52,"College","Ontario",1
"13519",19,"High School","Alberta",0
"13520",73,"At or above Bachelor","British Columbia",1
"13521",70,"At or above Bachelor","Saskatchewan",0
"13522",55,"High School","Ontario",0
"13523",36,"College","Saskatchewan",0
"13524",64,"High School","British Columbia",1
"13525",37,"High School","British Columbia",1
"13526",52,"High School","Ontario",0
"13527",42,"At or above Bachelor","Ontario",1
"13528",45,"College","Quebec",1
"13529",46,"At or above Bachelor","Newfoundland and Labrador",1
"13530",44,"High School","Ontario",1
"13531",70,"Below high school","Manitoba",0
"13532",29,"Below high school","Quebec",1
"13533",39,"At or above Bachelor","Ontario",1
"13534",18,"High School","British Columbia",1
"13535",37,"Below high school","British Columbia",0
"13536",65,"High School","Alberta",0
"13537",28,"At or above Bachelor","Alberta",0
"13538",61,"High School","Ontario",0
"13539",51,"High School","Manitoba",1
"13540",42,"College","Quebec",0
"13541",40,"College","Quebec",1
"13542",43,"At or above Bachelor","Ontario",1
"13543",67,"High School","Alberta",0
"13544",53,"At or above Bachelor","New Brunswick",0
"13545",30,"College","Ontario",1
"13546",51,"At or above Bachelor","Quebec",1
"13547",54,"At or above Bachelor","New Brunswick",1
"13548",67,"High School","Alberta",0
"13549",62,"High School","British Columbia",1
"13550",38,"At or above Bachelor","Ontario",0
"13551",67,"At or above Bachelor","Ontario",1
"13552",58,"At or above Bachelor","Ontario",1
"13553",62,"At or above Bachelor","Ontario",1
"13554",49,"At or above Bachelor","Ontario",1
"13555",48,"High School","Ontario",1
"13556",66,"College","Newfoundland and Labrador",0
"13557",51,"College","Quebec",0
"13558",39,"High School","Alberta",0
"13559",24,"At or above Bachelor","Ontario",1
"13560",34,"At or above Bachelor","Ontario",1
"13561",72,"High School","Quebec",1
"13562",75,"High School","New Brunswick",1
"13563",37,"High School","Ontario",0
"13564",57,"At or above Bachelor","Ontario",0
"13565",19,"College","Alberta",0
"13566",44,"College","Alberta",0
"13567",46,"High School","Manitoba",0
"13568",68,"At or above Bachelor","Ontario",1
"13569",42,"College","Manitoba",1
"13570",67,"College","Alberta",0
"13571",56,"At or above Bachelor","Ontario",0
"13572",42,"At or above Bachelor","Alberta",0
"13573",50,"High School","Newfoundland and Labrador",1
"13574",61,"At or above Bachelor","Ontario",1
"13575",40,"At or above Bachelor","Ontario",1
"13576",63,"High School","British Columbia",0
"13577",54,"High School","British Columbia",0
"13578",74,"At or above Bachelor","Ontario",1
"13579",44,"College","Nova Scotia",1
"13580",42,"At or above Bachelor","Quebec",1
"13581",41,"At or above Bachelor","Ontario",0
"13582",33,"At or above Bachelor","Ontario",0
"13583",64,"At or above Bachelor","British Columbia",0
"13584",46,"High School","Saskatchewan",0
"13585",67,"High School","Alberta",1
"13586",74,"High School","Alberta",1
"13587",61,"At or above Bachelor","Ontario",1
